patient, 192
data, 78
image, 65
may, 60
system, 59
result, 58
software, 51
incorrect, 44
potential, 37
study, 32
sample, 29
id, 28
one, 28
number, 28
wrong, 26
record, 25
could, 23
issue, 23
another, 22
report, 22
error, 21
different, 21
test, 20
name, 20
displayed, 20
product, 19
information, 18
occur, 18
device, 17
file, 16
using, 16
resulting, 15
customer, 15
problem, 14
label, 14
multiple, 13
demographic, 13
cause, 13
associated, 13
case, 12
loss, 12
order, 12
possible, 12
two, 12
healthcare, 12
safety, 12
version, 12
transfer, 11
labeled, 11
firm, 11
aware, 11
received, 11
scan, 10
become, 10
due, 10
server, 10
barcode, 10
alarm, 9
deleted, 9
archive, 9
anomaly, 9
assigned, 8
reported, 8
mismatch, 8
sent, 8
type, 8
sunquest, 8
prior, 8
ge, 8
confirmed, 8
contain, 8
application, 8
e, 8
complaint, 8
backup, 8
condition, 7
accession, 7
printed, 7
workflow, 7
user, 7
certain, 7
corrupted, 7
used, 7
unintended, 7
without, 7
length, 7
scanning, 7
cobas, 7
recalled, 7
part, 7
cable, 7
imaging, 6
exists, 6
disk, 6
identifier, 6
auto, 6
labeling, 6
situation, 6
invalid, 6
syngo, 6
configured, 6
update, 6
measurement, 6
current, 6
laboratory, 6
leading, 6
acquired, 6
database, 6
event, 6
circumstance, 5
incorrectly, 5
feature, 5
display, 5
ecg, 5
workstation, 5
address, 5
entered, 5
field, 5
previous, 5
medication, 5
selected, 5
interface, 5
mixup, 5
correct, 5
saved, 5
connected, 5
point, 5
message, 5
original, 5
mrn, 5
hl, 5
intended, 5
fetal, 5
medical, 5
syringe, 5
failure, 5
syngoplaza, 5
time, 5
recall, 5
philip, 5
siemens, 5
scanner, 5
unit, 4
stored, 4
enabled, 4
remote, 4
reconstructed, 4
mixed, 4
treatment, 4
manager, 4
instance, 4
specimen, 4
functionality, 4
warning, 4
discovered, 4
identified, 4
performing, 4
lead, 4
default, 4
pid, 4
via, 4
appear, 4
contains, 4
care, 4
list, 4
rb, 4
softweb, 4
clip, 4
next, 4
lost, 4
ois, 4
li, 4
impact, 4
following, 4
analyzer, 4
would, 4
return, 4
raw, 4
initiated, 4
merge, 4
occurrence, 4
viewer, 4
advia, 4
date, 4
connection, 4
detector, 4
coil, 4
identification, 4
ramping, 4
baseline, 4
blood, 4
neuron, 4
malfunction, 3
monitoring, 3
specific, 3
allow, 3
client, 3
placed, 3
allows, 3
misidentified, 3
mix, 3
diagnosis, 3
dicom, 3
modality, 3
misidentification, 3
receives, 3
paceart, 3
batch, 3
network, 3
mri, 3
value, 3
combined, 3
folder, 3
containing, 3
automatically, 3
therapy, 3
additional, 3
central, 3
still, 3
related, 3
muse, 3
subsequent, 3
archived, 3
blank, 3
character, 3
odyssey, 3
letter, 3
listed, 3
determined, 3
matching, 3
match, 3
either, 3
softpath, 3
linked, 3
second, 3
issued, 3
ultrasound, 3
note, 3
lantis, 3
adt, 3
view, 3
mode, 3
seno, 3
advantage, 3
ri, 3
module, 3
occurs, 3
cervical, 3
trigger, 3
exhibit, 3
audible, 3
operation, 3
x, 3
became, 3
vab, 3
single, 3
storage, 3
archiving, 3
level, 3
maybe, 3
title, 3
first, 3
position, 3
viewed, 3
processed, 3
side, 3
affect, 3
trend, 3
empty, 3
path, 3
cache, 3
almost, 3
full, 3
stress, 3
method, 3
site, 3
procedure, 3
contour, 3
rare, 3
skyplate, 3
use, 3
battery, 3
interruption, 3
set, 3
causing, 3
lockup, 3
power, 3
daily, 3
basis, 3
handheld, 3
access, 3
expiration, 3
coding, 2
exam, 2
duplicate, 2
delete, 2
generate, 2
associate, 2
worklist, 2
restoring, 2
optical, 2
b, 2
historical, 2
within, 2
aqueduct, 2
hematology, 2
xray, 2
lose, 2
inappropriately, 2
insert, 2
medtronic, 2
carelink, 2
transmission, 2
automated, 2
c, 2
manually, 2
fails, 2
comment, 2
etc, 2
computer, 2
defect, 2
provided, 2
integrated, 2
operator, 2
low, 2
line, 2
store, 2
parameter, 2
exported, 2
subsequently, 2
third, 2
party, 2
mistreatment, 2
cleanup, 2
ofc, 2
code, 2
bug, 2
opening, 2
open, 2
inroom, 2
nx, 2
sporadically, 2
solution, 2
screen, 2
overwritten, 2
clinical, 2
card, 2
mismatched, 2
included, 2
softlab, 2
qualifying, 2
call, 2
sync, 2
creates, 2
affected, 2
upgrade, 2
soft, 2
reused, 2
last, 2
ob, 2
previously, 2
hospital, 2
place, 2
mosaiq, 2
primeview, 2
ccow, 2
history, 2
gate, 2
undo, 2
function, 2
automation, 2
potentially, 2
notification, 2
unavailable, 2
moved, 2
already, 2
occasion, 2
heart, 2
rate, 2
visual, 2
sound, 2
notice, 2
behavior, 2
installation, 2
series, 2
browser, 2
thumbnail, 2
session, 2
hf, 2
usb, 2
license, 2
shortterm, 2
happen, 2
noticed, 2
dynamic, 2
cid, 2
longer, 2
processing, 2
combining, 2
null, 2
recently, 2
logiq, 2
station, 2
renumbering, 2
dexcopy, 2
present, 2
recalling, 2
episode, 2
userdefined, 2
replaced, 2
interactive, 2
document, 2
viewing, 2
signed, 2
dataset, 2
risk, 2
centricity, 2
reporting, 2
made, 2
admit, 2
genuine, 2
eg, 2
generic, 2
misdiagnosis, 2
location, 2
changed, 2
explicit, 2
shown, 2
memory, 2
higher, 2
echo, 2
exist, 2
occurred, 2
bar, 2
missing, 2
action, 2
referenced, 2
ipid, 2
issuer, 2
releasing, 2
possibility, 2
though, 2
based, 2
getting, 2
modular, 2
analytics, 2
reset, 2
conducted, 2
air, 2
o, 2
ml, 2
size, 2
mislabeled, 2
lot, 2
bioloxforte, 2
alumina, 2
femoral, 2
head, 2
mm, 2
pfils, 2
stop, 2
pressure, 2
peep, 2
circuit, 2
fault, 2
cryotips, 2
packaged, 2
emcee, 2
fracture, 2
crash, 2
knob, 2
guardian, 2
service, 2
sterilization, 2
tube, 2
discrepant, 2
chromatogram, 2
box, 2
read, 2
nw, 2
instrument, 2
capsule, 2
global, 2
liner, 2
autoslide, 2
bci, 2
centralink, 2
mhz, 2
caused, 1
formatting, 1
simultaneous, 1
crosslinking, 1
appears, 1
fact, 1
silenced, 1
centration, 1
carrier, 1
anomally, 1
smart, 1
credit, 1
addition, 1
reorder, 1
resulted, 1
autoprint, 1
switch, 1
filed, 1
whole, 1
body, 1
waveform, 1
ai, 1
compromise, 1
displayedweb, 1
potentail, 1
merges, 1
successfully, 1
raid, 1
implanted, 1
cardiac, 1
enter, 1
birthday, 1
sex, 1
rim, 1
populate, 1
gyroscan, 1
nt, 1
launch, 1
make, 1
prescribed, 1
administration, 1
mar, 1
clear, 1
enough, 1
avoid, 1
override, 1
voltage, 1
light, 1
intensity, 1
fluoresence, 1
apply, 1
compensation, 1
radiation, 1
planning, 1
misalignment, 1
igo, 1
online, 1
filing, 1
remain, 1
temporary, 1
pat, 1
creation, 1
revised, 1
supplemental, 1
text, 1
inserted, 1
electrocardiogram, 1
closing, 1
cardiology, 1
accept, 1
future, 1
prepopu, 1
concerning, 1
nfs, 1
mount, 1
displaying, 1
involving, 1
jacket, 1
content, 1
notably, 1
allergy, 1
precaution, 1
incomplete, 1
nonpicis, 1
ci, 1
picis, 1
properly, 1
printing, 1
demographicsweb, 1
imported, 1
newborn, 1
neonate, 1
screening, 1
crossover, 1
currently, 1
considers, 1
valid, 1
comprised, 1
including, 1
space, 1
remove, 1
moving, 1
abbott, 1
status, 1
cd, 1
criterion, 1
permit, 1
overwriting, 1
